COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
RBLX     39.35  Apr  27.5    12.65    2.4    9.4    2.4    9.4  26.80  40.00  0.32  0.02    91    90    48     1.3     5.1  26.80    44/   23
PLCE     22.42  Jun  13      10.30    6.0   13.9    6.0   13.9  12.22  23.15  0.45  0.03    91    88    47     4.0     9.3  12.22    66/   47
AMAT    153.76  Mar  130     25.75    1.4    8.9    1.4    8.9 128.11 155.60  0.17  0.01    91    89    47     0.8     5.1 128.11    27/   13
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CRS      65.70  Jun  47.5    19.70    2.9    6.8    2.9    6.8  46.10  67.05  0.30  0.02    91    89    47     1.8     4.1  46.10    25/    8
QCOM    141.12  Jun  110     33.95    2.5    5.8    2.5    5.8 107.27 143.80  0.24  0.02    91    89    46     1.7     3.9 107.27    43/   14
TEAM    240.56  Apr  180     65.30    2.6   10.2    2.6   10.2 175.36 245.15  0.27  0.02    91    89    47     1.6     6.2 175.36    33/   23
CRWD    286.29  Mar  240     50.95    1.9   11.9    1.9   11.9 235.44 290.80  0.18  0.02    91    88    46     1.2     7.6 235.44    42/    4
CRWD    286.29  Apr  230     63.40    3.1   12.1    3.1   12.1 222.99 293.25  0.22  0.02    91    88    45     2.2     8.6 222.99    43/    4
SHAK     65.23  Jan'25 40    28.20    7.6    7.6    7.6    7.6  37.13  68.05  0.43  0.04    91    88    46     5.6     5.5  37.13    48/   26
GNRC    116.18  Apr  85      33.10    2.1    8.3    2.1    8.3  83.18 117.95  0.28  0.02    91    89    48     1.1     4.2  83.18    56/   28
GPN     128.90  Feb  115     14.80    0.7    7.7    0.7    7.7 114.20 129.65  0.11  0.01    91    89    47     0.3     3.1 114.20    39/   14
FNGS     37.79  Jun  31       7.70    2.5    5.9    2.5    5.9  30.19  38.55  0.20  0.02    91    88    45     1.7     4.0  30.19    38/   21
TOL     100.00  Jan'25 70    34.70    7.0    6.9    7.0    6.9  65.40 104.55  0.35  0.05    91    87    44     5.3     5.3  65.40    40/   15
UHS     157.95  Jul  125     38.10    4.2    8.2    4.2    8.2 119.95 162.95  0.24  0.03    91    87    44     3.1     6.1 119.95    45/   16
SQ       65.16  May  47.5    19.80    4.4   13.1    4.4   13.1  45.46  67.15  0.30  0.03    91    88    46     3.0     9.0  45.46    38/   23
TEAM    240.56  Feb+ 200     44.20    1.8   17.1    1.8   17.1 196.46 244.05  0.18  0.01    91    89    46     1.1    10.7 196.46    38/   23
ROKU     84.79  Mar+ 65      21.50    2.5   20.0    2.5   20.0  63.39  86.35  0.25  0.02    91    89    47     1.6    12.6  63.39    45/   25
ANET    253.26  Feb+ 215     41.70    1.6   14.9    1.6   14.9 211.66 256.55  0.16  0.01    91    89    46     1.0     9.3 211.66    60/   32
FAS      80.05  Feb+ 71       9.70    0.7   15.2    0.7   15.2  70.45  80.55  0.12  0.01    91    89    47     0.3     6.5  70.45    44/    6
TSM     101.67  Feb  90      12.55    0.8    9.6    0.8    9.6  89.22 102.40  0.12  0.01    91    89    47     0.4     4.5  89.22    22/   50
FAS      80.05  Feb  68      13.10    1.3   15.8    1.3   15.8  67.05  80.95  0.16  0.01    91    90    47     0.8     9.5  67.05    36/    6
SIG      95.65  Jun  70      28.60    4.2    9.7    4.2    9.7  67.15  98.45  0.30  0.03    91    88    46     2.9     6.7  67.15    28/   11
SPOT    203.35  Apr  155     51.65    2.1    8.1    2.1    8.1 151.80 206.50  0.25  0.02    91    89    47     1.1     4.4 151.80    53/   20
FIVE    190.01  Aug  135     59.40    3.2    5.6    3.2    5.6 130.71 194.25  0.31  0.02    91    89    47     2.1     3.5 130.71    49/    6
SMCI    326.31  Feb+ 270     60.70    1.6   34.3    1.6   34.3 265.71 330.55  0.19  0.01    91    89    47     0.9    19.3 265.71    43/   68
TMUS    163.08  May  140     26.10    2.1    6.3    2.1    6.3 137.08 165.95  0.16  0.02    91    88    45     1.5     4.4 137.08    47/   22
UDOW     71.98  Jan'25 48    26.70    5.7    5.6    5.7    5.6  45.38  74.55  0.37  0.04    91    88    46     4.1     4.1  45.38    43/    4
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ELF     163.93  Feb+ 129     37.10    1.6   15.3    1.6   15.3 126.93 165.95  0.23  0.01    91    89    47     0.8     7.7 126.93    40/   92
CSGP     81.76  Apr  70      13.70    2.6   10.2    2.6   10.2  68.16  83.55  0.17  0.02    91    87    44     1.9     7.4  68.16    43/   16
FCNCA  1379.69  May  1080   333.30    3.2    9.6    3.2    9.61046.491413.15  0.24  0.02    91    88    45     2.3     6.81046.49    47/   80
AON     300.32  Jul  250     57.90    3.1    6.0    3.1    6.0 242.52 307.75  0.19  0.02    91    87    44     2.2     4.3 242.52    46/   24
RCL     122.80  Feb  105     19.15    1.2   13.6    1.2   13.6 103.75 124.00  0.16  0.01    91    89    47     0.6     7.3 103.75    51/    9
SMCI    326.31  Feb+ 260     71.20    1.9   28.2    1.9   28.2 255.21 331.05  0.22  0.01    91    89    47     1.1    16.1 255.21    37/   68
FCNCA  1379.69  May  1090   324.60    3.3    9.9    3.3    9.91055.191414.45  0.24  0.03    91    88    45     2.3     6.81055.19    45/   80
FIVE    190.01  Jan'25 125   72.80    6.5    6.5    6.5    6.5 117.31 197.65  0.38  0.04    91    87    46     4.7     4.7 117.31    57/    6
UAL      38.93  Sep  25      15.50    6.0    8.9    6.0    8.9  23.53  40.35  0.40  0.04    91    88    46     4.2     6.2  23.53    46/   54
SPGI    436.55  May  380     63.50    1.8    5.5    1.8    5.5 373.15 443.35  0.15  0.02    91    88    45     1.2     3.7 373.15    49/    6
FIVE    190.01  Jan'26 105   96.50   12.1    6.0   12.1    6.0  93.61 201.35  0.51  0.06    91    87    46     9.6     4.8  93.61    63/    6
PODD    199.60  Jun  140     66.10    4.8   11.0    4.8   11.0 133.60 205.95  0.33  0.03    91    88    46     3.4     7.9 133.60    42/   63
AKAM    118.47  Aug  90      31.50    3.3    5.7    3.3    5.7  87.07 121.35  0.27  0.02    91    88    46     2.3     3.9  87.07    66/   29
AX       51.86  Apr  37.5    15.30    2.2    8.4    2.2    8.4  36.66  52.65  0.29  0.02    91    89    48     1.1     4.3  36.66    33/   65
AMKR     30.60  Jun  22       9.30    2.6    6.0    2.6    6.0  21.40  31.15  0.30  0.02    91    89    47     1.4     3.3  21.40    33/   21
ELF     163.93  Feb+ 128     37.40    1.0   10.0    1.0   10.0 126.63 165.25  0.23  0.01    91    90    48     0.3     3.1 126.63    36/   92
TSCO    224.27  Feb+ 205     20.90    0.7   11.1    0.7   11.1 203.47 225.75  0.09  0.01    91    90    46     0.4     6.5 203.47    53/   39
EPAM    300.17  Jun  220     86.20    2.7    6.4    2.7    6.4 214.07 306.05  0.29  0.02    91    89    47     1.6     3.8 214.07    51/   30
APD     260.45  Mar  230     32.90    1.0    6.3    1.0    6.3 227.65 262.75  0.13  0.01    91    89    47     0.6     3.5 227.65    52/   63
EPAM    300.17  Dec  190    120.30    5.5    6.0    5.5    6.0 179.97 310.15  0.40  0.03    91    89    47     4.0     4.3 179.97    52/   30
RCL     122.80  Jun  87.5    38.25    3.3    7.7    3.3    7.7  84.65 125.60  0.31  0.02    91    88    47     2.0     4.7  84.65    56/    9
ARKK     46.76  Jun  34      13.90    3.0    7.0    3.0    7.0  32.96  47.75  0.30  0.02    91    89    47     1.9     4.4  32.96    32/   25
AMLX     15.52  Aug  8        9.40   27.8   47.7   27.8   47.7   6.22  17.25  0.60  0.11    91    83    44    22.4    38.3   6.22    42/   79
TECL     66.30  Apr  48      20.00    3.3   13.0    3.3   13.0  46.40  67.85  0.30  0.02    91    89    46     2.2     8.7  46.40    44/    8
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PWR     201.37  Aug  160     49.20    5.0    8.6    5.0    8.6 152.27 209.05  0.24  0.04    91    86    43     3.8     6.5 152.27    53/   16
CSCO     50.59  Mar+ 46       5.10    0.8    6.4    0.8    6.4  45.59  50.95  0.10  0.01    91    89    46     0.4     3.6  45.59    49/   32
AVAV    122.41  Jul  90      35.80    3.7    7.4    3.7    7.4  86.71 125.65  0.29  0.03    91    89    46     2.6     5.2  86.71    56/   11
CSCO     50.59  Jun  42.5     9.10    2.1    4.8    2.1    4.8  41.59  51.45  0.18  0.02    91    89    45     1.4     3.3  41.59    46/   32
CVX     143.69  Feb+ 135      9.40    0.4    8.9    0.4    8.9 134.39 144.25  0.06  0.00    91    89    47     0.2     4.1 134.39    37/   25
AMLX     15.52  Apr  9        7.20    6.3   24.4    6.3   24.4   8.42  16.05  0.46  0.03    91    88    47     4.2    16.3   8.42    21/   79
AXP     180.97  Feb+ 167.5   14.35    0.4    9.4    0.4    9.4 166.72 181.70  0.08  0.00    91    90    47     0.2     4.1 166.72    57/   33
ARKK     46.76  May  35      12.65    2.2    6.5    2.2    6.5  34.21  47.50  0.27  0.02    91    90    47     1.3     3.8  34.21    28/   25
EFX     246.45  Feb  220     28.70    1.0   11.3    1.0   11.3 217.85 248.55  0.12  0.01    91    89    46     0.6     6.6 217.85    48/   38
ANIP     55.41  Jul  40      17.30    4.6    9.0    4.6    9.0  38.21  57.15  0.31  0.03    91    88    46     3.1     6.2  38.21    40/   11
TECL     66.30  Feb  55      12.00    1.0   11.9    1.0   11.9  54.40  66.85  0.18  0.01    91    89    48     0.4     4.4  54.40    35/    8
CSGP     81.76  Jan'26 55    33.10   12.7    6.3   12.7    6.3  48.76  87.95  0.40  0.08    91    85    42    10.3     5.1  48.76    63/   16
FCN     201.34  Mar  170     33.90    1.4    8.9    1.4    8.9 167.54 203.75  0.17  0.01    91    89    47     0.8     5.0 167.54    40/   60
SLB      48.30  Jun  37.5    11.90    2.6    6.1    2.6    6.1  36.50  49.25  0.24  0.02    91    89    46     1.7     4.0  36.50    42/    3
FAST     63.77  Jan'25 49.6  16.30    4.2    4.2    4.2    4.2  47.57  65.77  0.25  0.03    91    88    44     3.1     3.1  47.57    36/   10
UDOW     71.98  Mar  61      12.10    1.6   10.0    1.6   10.0  59.98  72.95  0.17  0.01    91    89    46     1.0     6.2  59.98    38/    4
RCL     122.80  Feb+ 103     21.10    1.1   10.9    1.1   10.9 101.80 123.95  0.17  0.01    91    90    47     0.6     5.4 101.80    41/    9
FAS      80.05  Jan+ 73       7.50    0.4   15.1    0.4   15.1  72.65  80.35  0.09  0.00    91    89    48     0.1     3.7  72.65    57/    6
EFX     246.45  Mar  210     39.00    1.2    7.2    1.2    7.2 207.55 248.85  0.16  0.01    91    90    47     0.6     4.0 207.55    30/   38
ALNY    187.49  Jun  115     76.90    3.8    8.9    3.8    8.9 110.69 191.75  0.41  0.02    91    89    48     2.3     5.3 110.69    55/   43
PWR     201.37  Jan'25 150   62.60    8.0    7.9    8.0    7.9 138.87 212.45  0.31  0.06    91    86    42     6.3     6.3 138.87    56/   16
NOW     727.56  Jan+ 667.5   63.90    0.6   20.3    0.6   20.3 663.76 731.25  0.09  0.01    91    89    47     0.3     9.5 663.76    79/   38
NTAP     85.96  Jan'25 65    24.30    5.2    5.1    5.2    5.1  61.76  89.15  0.28  0.04    91    87    44     3.9     3.9  61.76    62/    9
DRI     157.17  Apr  140     20.00    2.0    7.6    2.0    7.6 137.27 159.85  0.13  0.02    91    87    43     1.4     5.4 137.27    47/    5
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VRTX    437.49  Jan'25 290  162.00    5.2    5.2    5.2    5.2 275.59 451.85  0.37  0.03    91    89    46     3.7     3.7 275.59    76/   59
DRI     157.17  Jun  135     25.70    2.6    6.0    2.6    6.0 131.57 160.55  0.16  0.02    91    87    44     1.9     4.3 131.57    47/    5
DFS     109.66  Jan+ 101      9.20    0.4   14.2    0.4   14.2 100.56 110.05  0.08  0.00    91    90    48     0.1     4.6 100.56    50/   41
DDOG    123.79  Jun  87.5    40.30    4.6   10.7    4.6   10.7  83.59 127.65  0.32  0.03    91    88    46     3.3     7.6  83.59    52/   12
VRT      49.96  Feb+ 41       9.70    1.5   14.0    1.5   14.0  40.36  50.55  0.19  0.01    91    90    47     0.8     7.9  40.36    43/   30
DDOG    123.79  Apr  92.5    32.95    1.7    6.4    1.7    6.4  90.94 125.30  0.27  0.01    91    90    48     0.8     3.2  90.94    38/   12
BLK     791.38  Feb+ 740     54.90    0.5    7.0    0.5    7.0 736.58 794.75  0.07  0.00    91    90    47     0.2     3.7 736.58    16/   12
IBB     135.93  Feb+ 125     11.90    0.7    6.3    0.7    6.3 124.13 136.75  0.09  0.01    91    89    46     0.4     3.5 124.13    41/   18
IBB     135.93  Mar+ 124     13.00    0.7    6.1    0.7    6.1 123.03 136.85  0.09  0.01    91    89    46     0.4     3.5 123.03    35/   18
IBB     135.93  Feb  126     10.80    0.6    6.8    0.6    6.8 125.23 136.65  0.08  0.01    91    89    47     0.3     3.6 125.23    64/   18
NKE     101.72  Feb+ 93       9.65    0.8    8.1    0.8    8.1  92.17 102.50  0.09  0.01    91    89    46     0.5     5.1  92.17    49/    2
DDOG    123.79  Mar  100     26.05    2.2   13.3    2.2   13.3  97.84 125.90  0.21  0.02    91    88    46     1.3     8.2  97.84    45/   12
NOW     727.56  Feb+ 650     81.80    0.6   13.6    0.6   13.6 645.86 731.65  0.11  0.01    91    89    48     0.3     5.5 645.86    59/   38
LIN     406.65  Jul  355     62.20    3.0    6.0    3.0    6.0 344.55 417.05  0.15  0.03    91    86    42     2.3     4.5 344.55    50/    2
IBB     135.93  Mar  123     14.40    1.1    6.7    1.1    6.7 121.63 137.25  0.11  0.01    91    88    45     0.7     4.1 121.63    38/   18
NOC     477.90  Jan+ 452.5   27.00    0.3   11.7    0.3   11.7 451.00 479.35  0.06  0.00    91    90    47     0.1     5.1 451.00    84/   43
LIN     406.65  Apr  365     46.80    1.4    5.4    1.4    5.4 359.95 411.65  0.11  0.01    91    89    45     1.0     3.8 359.95    46/    2
HUM     438.79  Sep  330    119.70    3.4    5.0    3.4    5.0 319.19 449.55  0.27  0.02    91    89    46     2.4     3.5 319.19    50/   54
VOO     436.50  Dec'25 355  109.50    8.5    4.4    8.5    4.4 327.10 464.35  0.25  0.06    91    83    39     6.7     3.5 327.10    94/   22
VOO     436.50  Jan'26 350  113.50    8.3    4.1    8.3    4.1 323.10 463.35  0.26  0.06    91    84    39     6.7     3.3 323.10    92/   22
VOO     436.50  Jan'25 370   83.50    4.8    4.7    4.8    4.7 353.10 453.35  0.19  0.04    91    85    41     3.7     3.7 353.10    91/   22
VOO     436.50  Jun  390     55.70    2.4    5.5    2.4    5.5 380.90 445.55  0.13  0.02    91    86    42     1.8     4.1 380.90    82/   22
VOO     436.50  Jul  385     61.80    2.7    5.3    2.7    5.3 374.80 446.65  0.14  0.02    91    87    42     2.1     4.1 374.80    85/   22
NVDA    563.82  Mar+ 480     92.45    1.8   14.6    1.8   14.6 471.47 572.30  0.16  0.02    91    89    46     1.2     9.7 471.47    41/    9
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
NVDA    563.82  Feb+ 485     86.90    1.7   16.0    1.7   16.0 477.02 571.75  0.15  0.01    91    89    45     1.1    10.8 477.02    42/    9
VNQ      86.43  Jun  73      15.00    2.0    4.6    2.0    4.6  71.53  87.85  0.17  0.02    91    88    45     1.3     3.1  71.53    70/   55
VOO     436.50  Dec'25 350  113.50    8.3    4.3    8.3    4.3 323.10 463.35  0.26  0.06    91    84    39     6.8     3.5 323.10    96/   22
VNQ      86.43  Mar  78       9.60    1.3    8.2    1.3    8.2  76.93  87.45  0.11  0.01    91    88    45     0.9     5.6  76.93    53/   55
VRSK    237.03  Jun  200     41.80    2.4    5.5    2.4    5.5 195.33 241.65  0.18  0.02    91    88    45     1.6     3.8 195.33    44/    8
LIN     406.65  Jan'25 340   85.60    5.9    5.8    5.9    5.8 321.15 425.45  0.21  0.05    91    85    40     4.6     4.6 321.15    65/    2
VRSN    202.44  Nov  160     51.40    5.8    7.0    5.8    7.0 151.14 211.25  0.25  0.04    91    86    42     4.5     5.5 151.14    66/    8
VRSN    202.44  Mar  180     24.70    1.2    7.3    1.2    7.3 177.84 204.55  0.12  0.01    91    89    46     0.8     4.8 177.84    56/    8
VRSN    202.44  Jun  170     38.30    3.5    8.1    3.5    8.1 164.24 208.15  0.19  0.03    91    87    43     2.6     6.1 164.24    66/    8
HUBS    565.62  Jun  400    178.00    3.2    7.3    3.2    7.3 387.72 577.85  0.31  0.02    91    89    47     2.0     4.6 387.72    46/   21
HUBS    565.62  Jan'25 340  250.00    7.7    7.6    7.7    7.6 315.72 589.85  0.44  0.04    91    88    46     5.7     5.7 315.72    54/   21
ZM       69.10  Aug  50      21.90    5.6    9.6    5.6    9.6  47.30  71.75  0.32  0.04    91    88    45     4.2     7.2  47.30    50/    4
NUE     170.80  Sep  130     46.70    4.6    6.8    4.6    6.8 124.20 176.55  0.27  0.03    91    87    45     3.3     4.9 124.20    43/   10
NUE     170.80  Jun  135     39.15    2.4    5.6    2.4    5.6 131.75 174.00  0.23  0.02    91    89    46     1.6     3.7 131.75    39/   10
LIN     406.65  Feb+ 385     24.00    0.6    8.7    0.6    8.7 382.75 408.85  0.06  0.01    91    89    45     0.4     5.6 382.75    49/    2
COF     127.52  Jan+ 118     10.20    0.5   16.5    0.5   16.5 117.42 128.05  0.08  0.00    91    90    47     0.2     7.0 117.42    77/   28
ADBE    597.68  May  490    119.95    2.5    7.6    2.5    7.6 477.83 609.80  0.20  0.02    91    89    45     1.8     5.4 477.83    43/    7
COCO     25.66  Jul  17.5     9.00    4.1    8.1    4.1    8.1  16.76  26.35  0.35  0.03    91    88    47     2.7     5.3  16.76    78/    5
IEO      89.01  Mar  78      12.00    1.1    6.7    1.1    6.7  77.11  89.85  0.13  0.01    91    89    47     0.6     3.7  77.11    36/    8
IEFA     68.80  Jun  59      11.10    2.0    4.6    2.0    4.6  57.80  69.95  0.16  0.02    91    88    45     1.3     3.1  57.80    59/   33
DPZ     425.94  Jun  350     86.20    3.0    6.9    3.0    6.9 339.84 436.05  0.20  0.02    91    88    44     2.2     5.1 339.84    45/    4
IDXX    520.00  Dec  350    191.20    6.4    6.9    6.4    6.9 328.90 541.05  0.37  0.04    91    88    45     4.8     5.2 328.90    70/   55
DPZ     425.94  Jan'25 320  123.50    5.8    5.7    5.8    5.7 302.54 443.35  0.29  0.04    91    87    44     4.4     4.4 302.54    51/    4
ADBE    597.68  Apr  505    104.10    2.3    8.9    2.3    8.9 493.68 608.95  0.17  0.02    91    88    45     1.6     6.1 493.68    40/    7
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
LLY     634.57  Apr  530    115.70    2.1    8.2    2.1    8.2 518.97 645.55  0.18  0.02    91    88    46     1.4     5.3 518.97    39/   50
LLY     634.57  Mar+ 555     84.60    0.9    7.2    0.9    7.2 550.07 639.45  0.13  0.01    91    90    47     0.5     3.7 550.07    30/   50
MU       84.61  Mar+ 73      12.45    1.0    7.7    1.0    7.7  72.26  85.30  0.15  0.01    91    90    47     0.5     4.0  72.26    31/    3
ZBRA    243.52  Dec  145    105.00    4.6    4.9    4.6    4.9 138.62 249.85  0.43  0.03    91    89    48     2.9     3.1 138.62    59/   69
CNQ      63.54  Mar  55       9.40    1.3    8.1    1.3    8.1  54.24  64.25  0.15  0.01    91    89    46     0.8     4.7  54.24    59/   25
ACN     354.56  May  315     45.40    1.8    5.5    1.8    5.5 309.26 360.25  0.13  0.02    91    87    44     1.3     3.8 309.26    36/    2
IGV     408.56  Jan'25 340   92.20    7.4    7.4    7.4    7.4 316.46 432.05  0.23  0.06    91    84    38     6.0     6.0 316.46    61/    7
ACN     354.56  Mar  325     33.10    1.1    6.5    1.1    6.5 321.56 357.95  0.09  0.01    91    89    45     0.7     4.5 321.56    37/    2
WCC     169.48  Dec  105     69.10    4.4    4.8    4.4    4.8 100.48 173.95  0.41  0.03    91    89    47     2.8     3.1 100.48    37/   30
MU       84.61  Feb  75      10.30    0.7    8.5    0.7    8.5  74.41  85.15  0.12  0.01    91    89    47     0.3     3.8  74.41    31/    3
WCC     169.48  Aug  115     58.20    3.2    5.5    3.2    5.5 111.38 173.05  0.34  0.02    91    89    47     2.0     3.4 111.38    40/   30
W        51.74  Mar  35      17.65    2.2   13.8    2.2   13.8  34.19  52.50  0.34  0.01    91    90    48     1.0     6.3  34.19    36/   30
VST      39.32  Jan'25 30    10.80    4.6    4.6    4.6    4.6  28.62  40.65  0.27  0.03    91    87    45     3.3     3.3  28.62    32/    3
