COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
EWJ      65.94  Jan'25 53    15.40    5.2    5.1    5.2    5.1  49.57  67.18  0.25  0.02    95    89    46     3.5     3.5  24.12    71   1.07  26.52
TCOM     36.55  Jun'25 20    17.80    6.0    4.2    6.0    4.2  18.28  37.08  0.50  0.01    95    92    49     3.4     2.4   8.83    75   0.57  10.02
CYBR    228.22  Dec  120    114.50    7.2    7.8    7.2    7.8 111.59 232.12  0.51  0.02    95    93    48     5.3     5.7  53.79    64   2.23  60.03
SOXX    565.29  Jul  425    149.00    2.1    4.1    2.1    4.1 412.08 569.54  0.27  0.01    95    93    48     1.0     2.0 203.86    55   4.31 212.52
HA       13.47  Jan'25 7      7.20   15.4   15.3   15.4   15.3   6.23  13.91  0.54  0.03    95    92    47    12.2    12.1   2.85    71   0.14   3.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
COO     382.82  Nov  280    113.00    4.1    5.0    4.1    5.0 265.26 388.19  0.31  0.01    95    92    48     2.7     3.3 129.90    64   4.66 140.02
FICO   1224.39  Mar  1000   233.00    1.1    6.6    1.1    6.6 988.261229.62  0.19  0.00    95    94    49     0.5     2.9 491.47    44   3.23 500.02
JBL     125.41  Jan'26 75    57.00   11.1    5.5   11.1    5.5  65.50 128.84  0.48  0.03    95    90    47     7.9     3.9  30.99    70   3.01  37.53
FLR      37.15  Jul  25      13.00    3.8    7.5    3.8    7.5  24.00  37.60  0.35  0.01    95    93    48     2.4     4.8  11.73   104   0.25  12.52
TCOM     36.55  Jul'25 20    18.10    9.3    6.2    9.3    6.2  17.95  37.35  0.51  0.02    95    91    48     6.4     4.3   8.52    93   0.60  10.02
NVDA    563.82  Feb+ 495     71.25    0.7   15.9    0.7   15.9 492.21 565.64  0.13  0.00    95    94    48     0.4     9.0 245.15    34   0.46 247.52
UDOW     71.98  Jan'25 44    30.10    5.4    5.4    5.4    5.4  41.09  73.06  0.43  0.02    95    93    48     3.6     3.6  19.96    49   0.89  22.02
SOXX    565.29  Jul  420    154.10    2.2    4.3    2.2    4.3 407.03 569.69  0.28  0.01    95    93    48     1.3     2.5 201.26    57   4.26 210.02
ESTC    116.58  Jan'26 45    75.00    7.7    3.8    7.7    3.8  39.88 118.05  0.66  0.01    95    93    49     4.5     2.3  19.16    58   1.80  22.52
BRKB    361.10  Mar+ 335     28.60    0.9    7.5    0.9    7.5 331.77 362.62  0.08  0.00    95    93    47     0.6     5.1 165.08    43   0.83 167.52
ROK     298.38  Feb  260     39.90    0.7    8.5    0.7    8.5 258.14 299.31  0.13  0.00    95    94    49     0.3     3.8 128.56    57   0.44 130.02
AAPL    183.63  Apr  155     31.45    2.5    9.7    2.5    9.7 151.48 185.50  0.18  0.01    95    93    47     1.9     7.2  74.76    73   0.80  77.53
PEN     263.06  Apr  190     76.00    2.0    7.6    2.0    7.6 186.18 264.87  0.29  0.01    94    93    49     0.8     3.0  92.13    36   0.98  95.03
DDOG    123.79  Jun  82.5    44.45    6.0   14.0    6.0   14.0  78.73 126.09  0.36  0.02    94    92    47     4.2     9.8  38.16    58   0.71  41.28
NICE    205.71  Jan'25 120   92.80    8.5    8.5    8.5    8.5 110.60 210.24  0.46  0.02    94    91    48     5.5     5.5  52.99    58   2.41  60.03
ROKU     84.79  Feb  65      20.40    1.1   12.9    1.1   12.9  64.38  85.14  0.24  0.00    94    93    49     0.2     2.8  31.97    45   0.11  32.53
PEP     166.17  Feb  155     12.20    0.8    9.5    0.8    9.5 153.81 166.79  0.07  0.00    94    92    47     0.5     5.9  76.54    59   0.26  77.53
NICE    205.71  Dec  120     91.70    6.7    7.2    6.7    7.2 111.88 209.32  0.46  0.02    94    91    48     4.2     4.5  54.09    56   2.23  60.03
PANW    332.05  Feb+ 280     55.35    1.9   18.0    1.9   18.0 276.22 334.62  0.17  0.01    94    92    47     1.2    11.2 136.77    52   0.58 140.02
CZR      44.75  May  31      14.75    4.4   13.2    4.4   13.2  29.89  45.39  0.33  0.01    94    92    48     2.8     8.2  14.58    44   0.21  15.52
NICE    205.71  May  145     63.50    2.4    7.2    2.4    7.2 141.34 207.38  0.31  0.01    94    93    49     1.2     3.7  69.79    55   0.97  72.53
NVDA    563.82  Feb+ 490     77.15    1.0   16.0    1.0   16.0 486.13 566.36  0.14  0.00    94    93    48     0.5     7.8 241.75    30   0.64 245.02
TJX      95.87  Jun  82.5    15.60    3.5    8.1    3.5    8.1  79.66  97.24  0.17  0.01    94    90    45     2.5     5.7  39.10    81   0.71  41.28
TJX      95.87  Jan'25 77.5  22.70    7.6    7.6    7.6    7.6  71.71  98.49  0.25  0.03    94    88    44     5.6     5.6  34.49    75   1.56  38.78
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ORLY    990.25  Nov  740    287.00    7.3    8.7    7.3    8.7 691.021014.52  0.30  0.02    94    89    46     5.2     6.3 333.33    80  12.33 370.02
NICE    205.71  Jan'26 95   120.00   13.9    7.0   13.9    7.0  82.00 211.04  0.60  0.03    94    91    48     9.8     4.9  38.29    62   3.81  47.53
PEN     263.06  Jun  175     93.00    4.0    9.2    4.0    9.2 168.65 266.34  0.36  0.01    94    92    48     2.3     5.3  82.63    38   1.51  87.53
SNX     103.67  Jun  85      20.50    2.3    5.4    2.3    5.4  82.54 104.62  0.20  0.01    94    91    48     1.4     3.2  40.74    20   0.73  42.53
HELE    117.40  Jan'25 70    51.30    7.5    7.5    7.5    7.5  64.79 119.74  0.45  0.02    94    91    48     4.7     4.7  31.18    28   1.41  35.03
ISRG    362.33  Jan+ 332.5   31.20    0.6   23.0    0.6   23.0 331.05 363.37  0.09  0.00    94    93    48     0.3    11.3 164.95    65   0.18 166.27
DDOG    123.79  Mar  95      30.15    2.0   12.1    2.0   12.1  93.43 124.69  0.25  0.01    94    93    48     1.1     6.6  46.22    53   0.31  47.53
ORLY    990.25  Nov  730    296.00    7.1    8.5    7.1    8.5 682.191013.69  0.31  0.02    94    90    46     5.3     6.4 329.33    82  12.16 365.02
HELE    117.40  Jul  80      39.70    3.5    7.0    3.5    7.0  76.99 118.74  0.34  0.01    94    92    48     1.8     3.6  37.77    23   0.81  40.03
TGT     141.07  May  115     28.20    2.2    6.5    2.2    6.5 112.20 142.28  0.20  0.01    94    91    48     1.2     3.5  55.45    46   0.77  57.53
EIX      70.17  Feb  65       5.70    0.8    9.9    0.8    9.9  64.46  70.44  0.08  0.00    94    92    47     0.5     6.0  32.04   111   0.11  32.53
DDOG    123.79  Feb+ 101     24.20    2.1   20.5    2.1   20.5  99.48 124.84  0.20  0.01    94    92    48     1.3    12.5  49.16    55   0.21  50.53
NVDA    563.82  Feb  480     87.95    1.3   15.8    1.3   15.8 475.15 566.98  0.16  0.01    94    93    48     0.7     8.8 235.95    35   0.82 240.02
NVDA    563.82  Feb+ 500     66.30    0.8   16.2    0.8   16.2 497.15 565.68  0.12  0.00    94    93    48     0.3     7.0 247.60    29   0.47 250.02
SHW     300.08  Jan'26 195  122.00   11.1    5.5   11.1    5.5 170.37 309.04  0.43  0.03    94    88    47     7.1     3.6  80.65    61   7.81  97.53
NFLX    481.24  Jan+ 425     59.10    1.2   43.1    1.2   43.1 422.01 483.72  0.12  0.01    94    93    48     0.7    26.8 209.71   111   0.23 212.52
PEN     263.06  Jul  170     98.80    4.9    9.6    4.9    9.6 162.64 266.93  0.38  0.01    94    92    48     2.9     5.8  79.33    40   1.72  85.03
CROX    100.73  Feb+ 82      19.70    1.6   15.5    1.6   15.5  80.96 101.38  0.20  0.01    94    93    48     0.8     8.0  40.10    33   0.17  41.03
DDOG    123.79  Apr  90      35.75    3.1   12.1    3.1   12.1  87.68 125.14  0.29  0.01    94    92    48     1.8     7.0  43.11    48   0.46  45.03
NICE    205.71  Jan'26 100  116.20   16.0    8.0   16.0    8.0  85.60 212.04  0.58  0.03    94    89    48    10.9     5.4  39.59    59   4.01  50.03
SRCL     47.87  Aug  35      14.50    6.7   11.5    6.7   11.5  33.06  48.94  0.31  0.02    94    90    46     4.9     8.4  15.94    58   0.41  17.52
IWF     305.14  Aug  244.8   66.20    2.5    4.3    2.5    4.3 236.18 308.03  0.23  0.01    94    91    48     1.3     2.3 116.60    76   2.86 122.45
TSCO    224.27  Feb+ 205     20.10    0.5   10.3    0.5   10.3 204.08 224.76  0.09  0.00    94    93    49     0.2     4.0 101.75    41   0.19 102.53
NVDA    563.82  Jan+ 512.5   52.80    0.4   15.0    0.4   15.0 510.84 564.87  0.09  0.00    94    94    49     0.1     4.5 254.85    25   0.28 256.27
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
DDOG    123.79  Feb+ 100     24.80    1.3   12.8    1.3   12.8  98.88 124.44  0.20  0.01    94    93    49     0.6     6.0  49.06    59   0.21  50.03
H       126.94  Jan'25 80    50.90    6.1    6.1    6.1    6.1  74.53 129.14  0.41  0.02    94    91    48     3.8     3.8  36.11    64   1.61  40.03
CSGP     81.76  Jun  65      18.90    4.7   10.9    4.7   10.9  62.40  83.19  0.24  0.02    94    90    46     3.4     7.8  30.44    50   0.56  32.53
AKAM    118.47  Jun'25 75    48.40    8.1    5.7    8.1    5.7  68.03 121.11  0.43  0.02    94    90    48     5.1     3.6  32.64    80   2.14  37.53
SSO      64.71  Mar  55      10.40    1.3    8.3    1.3    8.3  54.23  65.07  0.16  0.01    94    92    48     0.6     4.0  26.89    76   0.18  27.52
CHKP    156.10  Nov  110     49.90    3.5    4.3    3.5    4.3 104.47 157.92  0.33  0.01    94    91    48     1.8     2.2  51.28    70   1.83  55.03
CSGP     81.76  Jan'25 60    26.40   12.9   12.8   12.9   12.8  54.25  85.04  0.34  0.04    94    88    44     9.9     9.8  25.44    61   1.21  30.02
NTAP     85.96  Jan'25 62.5  26.30    5.0    5.0    5.0    5.0  58.50  87.39  0.32  0.02    94    90    47     3.2     3.1  28.49    90   1.26  31.27
FICO   1224.39  Apr  970    270.00    2.2    8.7    2.2    8.7 949.491234.85  0.22  0.01    94    92    48     1.2     4.6 469.47    42   5.00 485.02
SSO      64.71  Jun  50      15.90    2.6    5.9    2.6    5.9  48.48  65.32  0.25  0.01    94    91    48     1.3     3.1  23.89    70   0.43  25.02
NOW     727.56  Feb+ 620    110.90    0.8   11.8    0.8   11.8 615.94 729.93  0.15  0.00    94    93    49     0.3     3.9 306.74    68   0.82 310.02
PVH     118.98  Sep  80      41.80    4.2    6.3    4.2    6.3  76.19 120.56  0.36  0.01    94    91    48     2.4     3.5  37.26    54   1.09  40.03
AKAM    118.47  Jun  90      30.60    2.8    6.5    2.8    6.5  87.20 119.68  0.26  0.01    94    92    48     1.6     3.7  42.94    76   0.77  45.03
IT      453.10  Jun  330    130.00    2.5    5.7    2.5    5.7 320.36 457.01  0.29  0.01    94    92    48     1.2     2.9 158.18    62   2.84 165.02
CDNS    277.56  Jan'25 180  107.10    7.2    7.1    7.2    7.1 166.94 283.33  0.40  0.02    94    91    47     4.9     4.9  80.53    67   3.62  90.03
CYBR    228.22  Sep  135     98.60    5.5    8.0    5.5    8.0 127.88 231.61  0.44  0.01    94    92    48     3.5     5.1  62.19    54   1.84  67.53
CYBR    228.22  Dec  125    110.00    7.7    8.3    7.7    8.3 116.00 232.53  0.49  0.02    94    92    48     5.2     5.6  55.79    59   2.32  62.53
GWW     840.55  Nov  600    261.00    3.7    4.4    3.7    4.4 569.65 850.85  0.32  0.01    94    92    48     2.2     2.6 279.63    60  10.00 300.02
SOXL     29.19  Feb+ 22       7.50    1.2   18.5    1.2   18.5  21.76  29.32  0.25  0.00    94    93    49     0.3     3.8  10.77    32   0.03  11.02
CRSP     63.43  Apr  40      24.20    2.1    8.3    2.1    8.3  39.12  63.84  0.38  0.01    94    93    49     0.8     3.1  19.31    31   0.21  20.02
AKAM    118.47  Jan'26 70    54.60   11.0    5.5   11.0    5.5  61.16 121.64  0.48  0.03    94    89    48     7.1     3.5  28.95    76   2.81  35.03
HD      358.43  Jun  300     64.65    2.4    5.6    2.4    5.6 291.30 361.92  0.19  0.01    94    91    47     1.4     3.4 143.85    50   2.58 150.02
GWW     840.55  Aug  640    217.10    2.9    5.0    2.9    5.0 616.08 849.48  0.27  0.01    94    91    48     1.5     2.6 303.52    54   7.47 320.02
NOW     727.56  Jan+ 655     74.90    0.6   20.6    0.6   20.6 652.40 729.39  0.10  0.00    94    94    49     0.2     9.0 325.24    79   0.36 327.52
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
CELH     59.97  May  38.3    22.85    4.5   13.3    4.5   13.3  36.96  60.77  0.38  0.01    94    92    48     2.7     8.0  18.03    38   0.26  19.19
DASH    104.02  Apr  75      30.70    3.2   12.4    3.2   12.4  73.03 105.16  0.30  0.01    94    92    48     1.8     7.2  35.89    54   0.39  37.53
HCA     280.82  Dec'25 160  132.80    8.3    4.3    8.3    4.3 141.95 286.48  0.49  0.02    94    90    48     4.9     2.6  68.10    60   6.17  80.03
VOO     436.50  Dec'25 350  113.50    9.0    4.7    9.0    4.7 309.62 449.87  0.29  0.03    94    84    45     5.6     2.9 148.08    96  13.48 175.02
VOO     436.50  Jan'26 350  113.50    8.7    4.3    8.7    4.3 309.08 449.33  0.29  0.03    94    84    45     5.1     2.5 148.08    92  14.02 175.02
HCA     280.82  Jan'26 160  133.50    9.1    4.5    9.1    4.5 141.01 286.94  0.50  0.02    94    90    48     5.4     2.7  67.40    62   6.41  80.03
HCA     280.82  Jan'25 185  104.90    6.2    6.2    6.2    6.2 172.30 286.03  0.39  0.02    94    91    48     4.0     4.0  83.50    64   3.72  92.53
GOOGL   142.49  Feb+ 128     15.40    0.9   14.2    0.9   14.2 127.02 143.08  0.11  0.00    94    93    48     0.5     8.3  63.17    78   0.17  64.03
VOO     436.50  Jan'25 365   88.00    5.4    5.4    5.4    5.4 341.26 445.51  0.22  0.02    94    87    45     3.6     3.6 166.08    96   7.34 182.52
CELH     59.97  Apr  40      20.70    1.9    7.5    1.9    7.5  39.16  60.34  0.35  0.01    94    93    49     0.6     2.1  19.35    32   0.21  20.02
DASH    104.02  Mar  80      25.20    2.0   12.3    2.0   12.3  78.66 104.79  0.24  0.01    94    92    48     1.0     6.0  38.89    52   0.26  40.03
TOL     100.00  Jun  75      27.20    4.0    9.2    4.0    9.2  72.25 101.40  0.28  0.01    94    92    47     2.7     6.3  35.37    64   0.65  37.53
VOO     436.50  Jan'26 345  117.50    8.2    4.1    8.2    4.1 305.28 448.53  0.30  0.03    94    85    45     5.1     2.5 146.58    95  13.82 172.52
PHM     104.12  Apr  80      25.50    2.1    8.2    2.1    8.2  78.31 104.94  0.25  0.01    94    92    48     1.1     4.2  38.69    50   0.41  40.03
PVH     118.98  Dec  75      47.70    6.4    6.9    6.4    6.9  69.99 121.16  0.41  0.02    94    91    48     4.2     4.5  33.85    52   1.39  37.53
AKAM    118.47  Jan'25 80    43.00    7.8    7.8    7.8    7.8  73.96 121.24  0.38  0.02    94    90    47     5.5     5.4  35.54    75   1.61  40.03
VOO     436.50  Jun  385     60.30    2.9    6.8    2.9    6.8 372.99 441.84  0.15  0.01    94    89    45     1.9     4.5 183.78    90   3.31 192.52
DASH    104.02  Feb  85      19.80    1.2   13.7    1.2   13.7  84.18 104.51  0.19  0.00    94    94    49     0.6     6.6  41.79    71   0.14  42.53
DASH    104.02  Feb+ 84      21.00    1.6   15.3    1.6   15.3  82.94 104.67  0.20  0.01    94    93    48     0.8     7.8  41.09    53   0.18  42.03
HCA     280.82  Jun  210     75.60    2.8    6.5    2.8    6.5 203.51 283.64  0.28  0.01    94    92    48     1.6     3.8 100.30    62   1.81 105.03
FICO   1224.39  Apr  960    279.00    2.0    7.9    2.0    7.9 940.551233.91  0.23  0.01    94    93    48     1.1     4.5 465.47    44   4.94 480.02
VOO     436.50  Jul  380     66.30    3.2    6.3    3.2    6.3 366.45 442.30  0.16  0.01    94    89    45     2.2     4.3 180.28    91   3.85 190.02
FSLR    149.10  Sep  85      68.30    7.5   11.1    7.5   11.1  79.74 151.99  0.47  0.02    94    92    48     5.3     7.8  38.38    43   1.16  42.53
PGR     168.57  Dec  120     53.00    3.7    4.0    3.7    4.0 113.44 170.62  0.33  0.01    94    91    48     1.9     2.0  55.65    73   2.23  60.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
MGK     261.28  Apr  225     39.00    1.3    5.0    1.3    5.0 221.22 262.69  0.15  0.01    94    92    48     0.7     2.6 109.85    62   1.16 112.53
AYI     224.24  Aug  160     68.70    3.2    5.5    3.2    5.5 153.77 226.68  0.31  0.01    94    92    48     1.8     3.1  75.62    37   1.87  80.03
GOOG    144.08  Feb+ 132     13.10    1.1   24.7    1.1   24.7 130.96 144.83  0.09  0.01    94    93    47     0.8    17.3  65.06    77   0.12  66.03
NUE     170.80  Feb  150     21.70    0.7    7.9    0.7    7.9 148.95 171.30  0.13  0.00    94    93    49     0.3     3.2  74.18    54   0.25  75.03
TMO     542.00  Jan'25 390  173.20    7.6    7.6    7.6    7.6 361.06 555.21  0.33  0.02    94    90    46     5.4     5.3 173.88    61   7.84 195.02
CDNS    277.56  Jan'26 160  134.00   15.5    7.8   15.5    7.8 137.25 287.44  0.51  0.04    94    89    47    11.0     5.5  63.63    72   6.41  80.03
GTLS    127.34  Dec  65      66.10    8.3    9.0    8.3    9.0  60.13 129.74  0.53  0.02    94    92    48     5.4     5.8  28.81    52   1.21  32.53
EXP     200.24  Nov  135     70.70    4.9    5.9    4.9    5.9 127.39 203.30  0.36  0.02    94    91    48     2.9     3.5  62.12    50   2.25  67.53
SPGI    436.55  Oct  350     99.10    4.4    5.8    4.4    5.8 332.26 443.66  0.24  0.02    94    89    46     2.8     3.7 162.52    69   5.29 175.02
AKAM    118.47  May  92.5    27.70    2.2    6.4    2.2    6.4  90.25 119.43  0.24  0.01    94    92    48     1.2     3.5  44.59    63   0.62  46.28
GTLB     62.73  Jul  37      27.40    6.8   13.4    6.8   13.4  35.05  63.87  0.44  0.02    94    92    48     4.6     9.0  16.91    39   0.38  18.52
PINS     36.77  Jun  22      15.40    2.8    6.5    2.8    6.5  21.28  37.06  0.42  0.01    94    93    49     1.0     2.3  10.45    56   0.19  11.02
PINS     36.77  May  23      14.35    2.5    7.5    2.5    7.5  22.37  37.05  0.39  0.01    94    93    49     1.1     3.3  11.00    61   0.15  11.52
ORLY    990.25  Aug  760    257.00    5.0    8.6    5.0    8.6 724.481007.98  0.27  0.02    94    91    46     3.7     6.3 353.33    78   8.87 380.02
CLH     164.11  Dec  110     58.60    4.5    4.9    4.5    4.9 103.57 166.41  0.37  0.01    94    92    48     2.7     2.9  50.58    64   2.04  55.03
GTLB     62.73  Apr  43      21.00    4.4   17.2    4.4   17.2  41.61  63.63  0.34  0.01    94    92    48     2.9    11.1  20.31    44   0.22  21.52
ORLY    990.25  Aug  770    248.00    5.2    8.9    5.2    8.9 733.361008.86  0.26  0.02    94    90    46     3.6     6.2 357.33    75   8.99 385.02
AYI     224.24  Dec  150     80.50    4.8    5.2    4.8    5.2 141.05 227.56  0.37  0.01    94    91    48     2.7     2.9  68.82    36   2.79  75.03
GTLB     62.73  Apr  42      21.70    3.0   11.7    3.0   11.7  40.91  63.33  0.35  0.01    94    93    49     1.8     6.8  20.10    38   0.22  21.02
PINS     36.77  Aug  20      17.55    4.3    7.3    4.3    7.3  19.09  37.17  0.48  0.01    94    93    49     2.3     3.9   9.30    63   0.23  10.02
CME     198.60  Mar+ 180     20.10    1.0    8.3    1.0    8.3 178.16 199.51  0.10  0.00    94    92    47     0.6     4.6  88.58    83   0.44  90.03
CYBR    228.22  Jun  150     81.50    2.6    6.0    2.6    6.0 145.53 230.06  0.36  0.01    94    93    49     1.0     2.4  71.79    48   1.29  75.03
PEN     263.06  Dec  145    126.10    8.1    8.7    8.1    8.7 134.37 268.26  0.49  0.02    94    92    48     5.5     5.9  64.53    42   2.69  72.53
FSLR    149.10  Jun  95      57.60    5.7   13.4    5.7   13.4  90.78 151.63  0.39  0.02    94    92    48     4.0     9.3  44.08    40   0.82  47.53
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
GPI     272.83  Jul  185     92.70    3.2    6.4    3.2    6.4 178.35 275.67  0.35  0.01    94    92    49     1.6     3.1  87.70    36   1.88  92.53
HD      358.43  Mar  320     41.60    1.3    7.8    1.3    7.8 315.90 360.42  0.12  0.01    94    92    47     0.7     4.5 156.91    53   1.03 160.02
CYBR    228.22  Jul  145     87.00    3.1    6.2    3.1    6.2 139.85 230.38  0.39  0.01    94    92    49     1.4     2.8  68.79    51   1.47  72.53
CRWD    286.29  Apr  220     71.50    3.7   14.5    3.7   14.5 213.76 290.22  0.25  0.01    94    92    47     2.7    10.3 104.87    53   1.13 110.03
CRS      65.70  Jun  45      21.90    3.1    7.2    3.1    7.2  43.51  66.36  0.34  0.01    94    92    49     1.6     3.6  21.37    29   0.39  22.52
SOXL     29.19  Feb  21       8.50    1.2   14.3    1.2   14.3  20.75  29.31  0.29  0.00    94    93    49     0.2     2.6  10.27    41   0.04  10.52
